folio,from_civic_number,street_name,property_postal_code,neighbourhood_code,legal_type,year_built,current_land_value,current_improvement_value,tax_assessment_year
040691970018,,DUNBAR ST,V6S 2B9,003,STRATA,2008,547000.0,91800.0,2022
040691970019,,DUNBAR ST,V6S 2B9,003,STRATA,2008,561000.0,107000.0,2021
040691970019,,DUNBAR ST,V6S 2B9,003,STRATA,2008,562000.0,106000.0,2020
040691970019,,DUNBAR ST,V6S 2B9,003,STRATA,2008,621000.0,107000.0,2022
040691970019,,DUNBAR ST,V6S 2B9,003,STRATA,2008,710000.0,121000.0,2025
040691970019,,DUNBAR ST,V6S 2B9,003,STRATA,2008,716195.0,127000.0,2023
040691970019,,DUNBAR ST,V6S 2B9,003,STRATA,2008,710000.0,121000.0,2024
040691970020,,DUNBAR ST,V6S 2B9,003,STRATA,2008,936000.0,159000.0,2024
040691970020,,DUNBAR ST,V6S 2B9,003,STRATA,2008,944905.0,167000.0,2023
040691970020,,DUNBAR ST,V6S 2B9,003,STRATA,2008,740000.0,141000.0,2021
040691970020,,DUNBAR ST,V6S 2B9,003,STRATA,2008,819000.0,141000.0,2022
040691970020,,DUNBAR ST,V6S 2B9,003,STRATA,2008,741000.0,139000.0,2020
040691970020,,DUNBAR ST,V6S 2B9,003,STRATA,2008,936000.0,159000.0,2025
040691970021,,18TH AVE W,V6S 1B3,003,STRATA,2008,901000.0,152000.0,2024
040691970021,,18TH AVE W,V6S 1B3,003,STRATA,2008,720000.0,134000.0,2020
040691970021,,18TH AVE W,V6S 1B3,003,STRATA,2008,915842.0,159000.0,2023
040691970021,,18TH AVE W,V6S 1B3,003,STRATA,2008,719000.0,136000.0,2021
040691970021,,18TH AVE W,V6S 1B3,003,STRATA,2008,793000.0,135000.0,2022
040691970021,,18TH AVE W,V6S 1B3,003,STRATA,2008,901000.0,152000.0,2025
040691970022,,18TH AVE W,V6S 1B3,003,STRATA,2008,818000.0,139000.0,2024
040691970022,,18TH AVE W,V6S 1B3,003,STRATA,2008,653000.0,122000.0,2020
040691970022,,18TH AVE W,V6S 1B3,003,STRATA,2008,831392.0,145000.0,2023
040691970022,,18TH AVE W,V6S 1B3,003,STRATA,2008,652000.0,124000.0,2021
040691970022,,18TH AVE W,V6S 1B3,003,STRATA,2008,818000.0,139000.0,2025
040691970022,,18TH AVE W,V6S 1B3,003,STRATA,2008,720000.0,123000.0,2022
040692080000,,DUNBAR ST,V6S 2C2,003,LAND,,3401000.0,0.0,2020
040692080000,,DUNBAR ST,V6S 2C2,003,LAND,2020,3135000.0,5500.0,2023
040692080000,,DUNBAR ST,V6S 2C2,003,LAND,,2821000.0,4500.0,2021
040692080000,,DUNBAR ST,V6S 2C2,003,LAND,2020,1815000.0,5600.0,2025
040692080000,,DUNBAR ST,V6S 2C2,003,LAND,2020,2681000.0,5700.0,2024
040692080000,,DUNBAR ST,V6S 2C2,003,LAND,2020,3300000.0,4600.0,2022
040692220000,,DUNBAR ST,V6S 2C2,003,LAND,1949,1724000.0,2900.0,2025
040692220000,,DUNBAR ST,V6S 2C2,003,LAND,1949,3222000.0,2600.0,2020
040692220000,,DUNBAR ST,V6S 2C2,003,LAND,1949,2664000.0,2700.0,2021
040692220000,,DUNBAR ST,V6S 2C2,003,LAND,1949,3135000.0,2700.0,2022
040692220000,,DUNBAR ST,V6S 2C2,003,LAND,1949,2547000.0,3000.0,2024
040692220000,,DUNBAR ST,V6S 2C2,003,LAND,1949,2978000.0,2700.0,2023
040692340000,,DUNBAR ST,V6S 2C2,003,LAND,1933,1723000.0,3600.0,2025
040692340000,,DUNBAR ST,V6S 2C2,003,LAND,1933,2546000.0,3800.0,2024
040692340000,,DUNBAR ST,V6S 2C2,003,LAND,1933,2664000.0,3300.0,2021
040692340000,,DUNBAR ST,V6S 2C2,003,LAND,1933,2978000.0,3400.0,2023
040692340000,,DUNBAR ST,V6S 2C2,003,LAND,1933,3222000.0,3300.0,2020
040692340000,,DUNBAR ST,V6S 2C2,003,LAND,1933,3134000.0,3400.0,2022
040692460000,,DUNBAR ST,V6S 2C2,003,LAND,1932,1724000.0,166000.0,2025
040692460000,,DUNBAR ST,V6S 2C2,003,LAND,1932,3222000.0,3300.0,2020
040692460000,,DUNBAR ST,V6S 2C2,003,LAND,1932,2978000.0,3500.0,2023
040692460000,,DUNBAR ST,V6S 2C2,003,LAND,1932,2664000.0,3400.0,2021
040692460000,,DUNBAR ST,V6S 2C2,003,LAND,1932,2547000.0,3800.0,2024
040692460000,,DUNBAR ST,V6S 2C2,003,LAND,1932,3135000.0,3500.0,2022
040692620000,,DUNBAR ST,V6S 2C2,003,LAND,,5329000.0,8800.0,2021
040692620000,,DUNBAR ST,V6S 2C2,003,LAND,1928,6270000.0,9000.0,2022
040692700001,,DUNBAR ST,V6S 2C2,003,STRATA,1928,1479000.0,58000.0,2020
040692700002,,DUNBAR ST,V6S 2C2,003,STRATA,1928,1492000.0,58600.0,2020
040692700003,,DUNBAR ST,V6S 2C2,003,STRATA,1928,2990000.0,125000.0,2020
040692700004,,DUNBAR ST,V6S 2C2,003,STRATA,1928,1652000.0,65500.0,2020
040692820000,,DUNBAR ST,V6S 2C2,003,LAND,1980,3222000.0,4400.0,2020
040692820000,,DUNBAR ST,V6S 2C2,003,LAND,1980,3135000.0,4600.0,2022
040692820000,,DUNBAR ST,V6S 2C2,003,LAND,1980,2664000.0,4500.0,2021
040692940000,,DUNBAR ST,V6S 2C2,003,LAND,,6917000.0,2387000.0,2025
040692940000,,DUNBAR ST,V6S 2C2,003,LAND,,12068000.0,24400.0,2023
040692940000,,DUNBAR ST,V6S 2C2,003,LAND,,10219000.0,26600.0,2024
040692960000,,19TH AVE W,V6S 1C3,003,LAND,1928,3300000.0,10000.0,2022
040692960000,,19TH AVE W,V6S 1C3,003,LAND,1928,2820000.0,9800.0,2021
040692960000,,19TH AVE W,V6S 1C3,003,LAND,1928,3400000.0,9600.0,2020
040692970000,,DUNBAR ST,V6S 2C3,003,LAND,1972,24076000.0,50600.0,2023
040692970000,,DUNBAR ST,V6S 2C3,003,LAND,1972,26123000.0,47300.0,2020
040692970000,,DUNBAR ST,V6S 2C3,003,LAND,1972,21669000.0,48400.0,2021
040692970000,,DUNBAR ST,V6S 2C3,003,LAND,1972,13939000.0,1801000.0,2025
040692970000,,DUNBAR ST,V6S 2C3,003,LAND,1972,20592000.0,54000.0,2024
040692970000,,DUNBAR ST,V6S 2C3,003,LAND,1972,25344000.0,49500.0,2022
040694070000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1755000.0,51400.0,2022
040694070000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1859000.0,46100.0,2024
040694070000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1493000.0,45100.0,2021
040694070000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1976000.0,46700.0,2025
040694070000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1770000.0,47000.0,2023
040694070000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1368000.0,46300.0,2020
040694080000,,DUNBAR ST,V6S 2C5,003,LAND,1926,2049000.0,58800.0,2022
040694080000,,DUNBAR ST,V6S 2C5,003,LAND,1926,1788000.0,55700.0,2021
040694080000,,DUNBAR ST,V6S 2C5,003,LAND,1926,2171000.0,54800.0,2024
040694080000,,DUNBAR ST,V6S 2C5,003,LAND,1926,2306000.0,49700.0,2025
040694080000,,DUNBAR ST,V6S 2C5,003,LAND,1926,1652000.0,58300.0,2020
040694080000,,DUNBAR ST,V6S 2C5,003,LAND,1926,2066000.0,56600.0,2023
040694200000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1652000.0,83800.0,2020
040694200000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1788000.0,80000.0,2021
040694200000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2066000.0,84000.0,2023
040694200000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2049000.0,86500.0,2022
040694200000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2306000.0,71900.0,2025
040694200000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2171000.0,78300.0,2024
040694250000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1368000.0,45100.0,2020
040694250000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1859000.0,49700.0,2024
040694250000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1770000.0,50700.0,2023
040694250000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1493000.0,44700.0,2021
040694250000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1755000.0,52000.0,2022
040694250000,,DUNBAR ST,V6S 2C4,003,LAND,1964,1976000.0,50200.0,2025
040694330000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1770000.0,181000.0,2023
040694330000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1859000.0,176000.0,2024
040694330000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1493000.0,156000.0,2021
040694330000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1755000.0,179000.0,2022
040694330000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1368000.0,157000.0,2020
040694330000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1976000.0,177000.0,2025
040694380000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1652000.0,72900.0,2020
040694380000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2306000.0,72900.0,2025
040694380000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2171000.0,77800.0,2024
040694380000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1788000.0,72900.0,2021
040694380000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2049000.0,81000.0,2022
040694380000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2066000.0,81600.0,2023
040694430000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1368000.0,192000.0,2020
040694430000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1493000.0,195000.0,2021
040694430000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1755000.0,233000.0,2022
040694430000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1770000.0,238000.0,2023
040694430000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1976000.0,240000.0,2025
040694430000,,DUNBAR ST,V6S 2C4,003,LAND,1980,1859000.0,235000.0,2024
040694550000,,DUNBAR ST,V6S 2C4,003,LAND,1927,1755000.0,60400.0,2022
040694550000,,DUNBAR ST,V6S 2C4,003,LAND,1927,1493000.0,57400.0,2021
040694550000,,DUNBAR ST,V6S 2C4,003,LAND,1927,1976000.0,64900.0,2025
040694550000,,DUNBAR ST,V6S 2C4,003,LAND,1927,1770000.0,60100.0,2023
040694550000,,DUNBAR ST,V6S 2C4,003,LAND,1927,1859000.0,57600.0,2024
040694550000,,DUNBAR ST,V6S 2C4,003,LAND,1927,1368000.0,59700.0,2020
040694560000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1788000.0,106000.0,2021
040694560000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1652000.0,109000.0,2020
040694560000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2306000.0,184000.0,2025
040694560000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2049000.0,231000.0,2022
040694560000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2171000.0,205000.0,2024
040694560000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2066000.0,223000.0,2023
040694670000,,DUNBAR ST,V6S 2C4,003,LAND,1929,1770000.0,346000.0,2023
040694670000,,DUNBAR ST,V6S 2C4,003,LAND,1929,1976000.0,293000.0,2025
040694670000,,DUNBAR ST,V6S 2C4,003,LAND,1929,1493000.0,314000.0,2021
040694670000,,DUNBAR ST,V6S 2C4,003,LAND,1929,1368000.0,317000.0,2020
040694670000,,DUNBAR ST,V6S 2C4,003,LAND,1929,1755000.0,345000.0,2022
040694670000,,DUNBAR ST,V6S 2C4,003,LAND,1929,1859000.0,320000.0,2024
040694680000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2171000.0,269000.0,2024
040694680000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2066000.0,292000.0,2023
040694680000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1652000.0,336000.0,2020
040694680000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2306000.0,244000.0,2025
040694680000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1788000.0,329000.0,2021
040694680000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2049000.0,301000.0,2022
040694790000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1859000.0,28100.0,2024
040694790000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1770000.0,28100.0,2023
040694790000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1493000.0,26000.0,2021
040694790000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1976000.0,32200.0,2025
040694790000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1368000.0,26600.0,2020
040694790000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1755000.0,28400.0,2022
040694910000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1976000.0,40100.0,2025
040694910000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1755000.0,36200.0,2022
040694910000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1770000.0,35900.0,2023
040694910000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1859000.0,35000.0,2024
040694910000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1493000.0,33900.0,2021
040694910000,,DUNBAR ST,V6S 2C4,003,LAND,1930,1368000.0,35500.0,2020
040694920000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1794000.0,126000.0,2021
040694920000,,DUNBAR ST,V6S 2C5,003,LAND,1927,1658000.0,131000.0,2020
040694920000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2180000.0,117000.0,2024
040694920000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2074000.0,129000.0,2023
040694920000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2316000.0,104000.0,2025
040694920000,,DUNBAR ST,V6S 2C5,003,LAND,1927,2059000.0,134000.0,2022
040696070000,,DUNBAR ST,V6S 2C6,003,LAND,1924,2247000.0,41200.0,2022
040696070000,,DUNBAR ST,V6S 2C6,003,LAND,1924,1930000.0,37600.0,2021
040696070000,,DUNBAR ST,V6S 2C6,003,LAND,1924,2257000.0,40500.0,2023
040696070000,,DUNBAR ST,V6S 2C6,003,LAND,1924,1783000.0,38600.0,2020
040696070000,,DUNBAR ST,V6S 2C6,003,LAND,1924,2514902.0,122000.0,2025
040696070000,,DUNBAR ST,V6S 2C6,003,LAND,1924,2371000.0,40500.0,2024
040696080000,,DUNBAR ST,V6S 2C7,003,LAND,1941,1953000.0,118000.0,2025
040696080000,,DUNBAR ST,V6S 2C7,003,LAND,1941,1483000.0,120000.0,2021
040696080000,,DUNBAR ST,V6S 2C7,003,LAND,1941,1735000.0,134000.0,2022
040696080000,,DUNBAR ST,V6S 2C7,003,LAND,1941,1838000.0,130000.0,2024
040696080000,,DUNBAR ST,V6S 2C7,003,LAND,1941,1359000.0,132000.0,2020
040696080000,,DUNBAR ST,V6S 2C7,003,LAND,1941,1750000.0,133000.0,2023
040696220000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1483000.0,245000.0,2021
040696220000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1750000.0,302000.0,2023
040696220000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1735000.0,296000.0,2022
040696220000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1359000.0,244000.0,2020
040696220000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1953000.0,305000.0,2025
040696220000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1838000.0,297000.0,2024
040696280000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1953000.0,116000.0,2025
040696280000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1735000.0,128000.0,2022
040696280000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1750000.0,121000.0,2023
040696280000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1838000.0,117000.0,2024
040696280000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1359000.0,111000.0,2020
040696280000,,DUNBAR ST,V6S 2C7,003,LAND,1984,1483000.0,110000.0,2021
040696310000,,DUNBAR ST,V6S 2C6,003,LAND,2016,2257000.0,1317000.0,2023
040696310000,,DUNBAR ST,V6S 2C6,003,LAND,2016,1930000.0,1299000.0,2021
040696310000,,DUNBAR ST,V6S 2C6,003,LAND,2016,2247000.0,1370000.0,2022
040696310000,,DUNBAR ST,V6S 2C6,003,LAND,2016,2371000.0,1389000.0,2024
040696310000,,DUNBAR ST,V6S 2C6,003,LAND,2016,1783000.0,1293000.0,2020
040696310000,,DUNBAR ST,V6S 2C6,003,LAND,2016,2519000.0,1432000.0,2025
040696430000,,DUNBAR ST,V6S 2C6,003,LAND,1923,1368000.0,54000.0,2020
040696430000,,DUNBAR ST,V6S 2C6,003,LAND,1923,1770000.0,56700.0,2023
040696430000,,DUNBAR ST,V6S 2C6,003,LAND,1923,1976000.0,56400.0,2025
040696430000,,DUNBAR ST,V6S 2C6,003,LAND,1923,1493000.0,52600.0,2021
040696430000,,DUNBAR ST,V6S 2C6,003,LAND,1923,1755000.0,60100.0,2022
040696430000,,DUNBAR ST,V6S 2C6,003,LAND,1923,1859000.0,55700.0,2024
040696440000,,DUNBAR ST,V6S 2C7,003,LAND,1926,1359000.0,173000.0,2020
040696440000,,DUNBAR ST,V6S 2C7,003,LAND,1926,1750000.0,165000.0,2023
040696440000,,DUNBAR ST,V6S 2C7,003,LAND,1926,1735000.0,176000.0,2022
040696440000,,DUNBAR ST,V6S 2C7,003,LAND,1926,1953000.0,145000.0,2025
040696440000,,DUNBAR ST,V6S 2C7,003,LAND,1926,1838000.0,160000.0,2024
040696440000,,DUNBAR ST,V6S 2C7,003,LAND,1926,1483000.0,156000.0,2021
040696550000,,DUNBAR ST,V6S 2C6,003,LAND,2016,1755000.0,1123000.0,2022
040696550000,,DUNBAR ST,V6S 2C6,003,LAND,2016,1976000.0,1219000.0,2025
040696550000,,DUNBAR ST,V6S 2C6,003,LAND,2016,1859000.0,1172000.0,2024
040696550000,,DUNBAR ST,V6S 2C6,003,LAND,2016,1493000.0,1069000.0,2021
040696550000,,DUNBAR ST,V6S 2C6,003,LAND,2016,1368000.0,1070000.0,2020
040696550000,,DUNBAR ST,V6S 2C6,003,LAND,2016,1770000.0,1112000.0,2023
040696560000,,DUNBAR ST,V6S 2C7,003,LAND,1958,1735000.0,52600.0,2022
040696560000,,DUNBAR ST,V6S 2C7,003,LAND,1958,1483000.0,47100.0,2021
040696560000,,DUNBAR ST,V6S 2C7,003,LAND,1958,1750000.0,50400.0,2023
040696560000,,DUNBAR ST,V6S 2C7,003,LAND,1958,1359000.0,53900.0,2020
040696560000,,DUNBAR ST,V6S 2C7,003,LAND,1958,1953000.0,43600.0,2025
040696560000,,DUNBAR ST,V6S 2C7,003,LAND,1958,1838000.0,48600.0,2024
040696670000,,DUNBAR ST,V6S 2C6,003,LAND,1928,1976000.0,105000.0,2025
040696670000,,DUNBAR ST,V6S 2C6,003,LAND,1928,1493000.0,90800.0,2021
040696670000,,DUNBAR ST,V6S 2C6,003,LAND,1928,1770000.0,94900.0,2023
040696670000,,DUNBAR ST,V6S 2C6,003,LAND,1928,1368000.0,92900.0,2020
040696670000,,DUNBAR ST,V6S 2C6,003,LAND,1928,1755000.0,96500.0,2022
040696670000,,DUNBAR ST,V6S 2C6,003,LAND,1928,1859000.0,91700.0,2024
040696680000,,DUNBAR ST,V6S 2C7,003,LAND,1933,1750000.0,85600.0,2023
040696680000,,DUNBAR ST,V6S 2C7,003,LAND,1933,1735000.0,89800.0,2022
040696680000,,DUNBAR ST,V6S 2C7,003,LAND,1933,1359000.0,91600.0,2020
040696680000,,DUNBAR ST,V6S 2C7,003,LAND,1933,1953000.0,75600.0,2025
040696680000,,DUNBAR ST,V6S 2C7,003,LAND,1933,1483000.0,80600.0,2021
040696680000,,DUNBAR ST,V6S 2C7,003,LAND,1933,1838000.0,83300.0,2024
040696760000,,DUNBAR ST,V6S 2C7,003,LAND,1974,1750000.0,75700.0,2023
040696760000,,DUNBAR ST,V6S 2C7,003,LAND,1974,1735000.0,82100.0,2022
040696760000,,DUNBAR ST,V6S 2C7,003,LAND,1974,1359000.0,73600.0,2020
040696760000,,DUNBAR ST,V6S 2C7,003,LAND,1974,1483000.0,71900.0,2021
040696760000,,DUNBAR ST,V6S 2C7,003,LAND,1974,1953000.0,72100.0,2025
040696760000,,DUNBAR ST,V6S 2C7,003,LAND,1974,1838000.0,72800.0,2024
040696790000,,DUNBAR ST,V6S 2C6,003,LAND,1920,1770000.0,70300.0,2023
040696790000,,DUNBAR ST,V6S 2C6,003,LAND,1920,1493000.0,68700.0,2021
040696790000,,DUNBAR ST,V6S 2C6,003,LAND,1920,1859000.0,68300.0,2024
040696790000,,DUNBAR ST,V6S 2C6,003,LAND,1920,1755000.0,72600.0,2022
040696790000,,DUNBAR ST,V6S 2C6,003,LAND,1920,1976000.0,72500.0,2025
040696790000,,DUNBAR ST,V6S 2C6,003,LAND,1920,1368000.0,70900.0,2020
040696940000,,21ST AVE W,V6S 1H1,003,LAND,1974,1359000.0,71300.0,2020
040696940000,,21ST AVE W,V6S 1H1,003,LAND,1974,1838000.0,70500.0,2024
040696940000,,21ST AVE W,V6S 1H1,003,LAND,1974,1483000.0,69600.0,2021
040696940000,,21ST AVE W,V6S 1H1,003,LAND,1974,1735000.0,78900.0,2022
040696940000,,21ST AVE W,V6S 1H1,003,LAND,1974,1953000.0,69800.0,2025
040696940000,,21ST AVE W,V6S 1H1,003,LAND,1974,1750000.0,73400.0,2023
040696950000,,21ST AVE W,V6S 1H2,003,LAND,1957,1493000.0,81200.0,2021
040696950000,,21ST AVE W,V6S 1H2,003,LAND,1957,1368000.0,90800.0,2020
040696950000,,21ST AVE W,V6S 1H2,003,LAND,1957,1755000.0,92100.0,2022
040696950000,,21ST AVE W,V6S 1H2,003,LAND,1957,1770000.0,88600.0,2023
040696950000,,21ST AVE W,V6S 1H2,003,LAND,1957,1976000.0,77800.0,2025
040696950000,,21ST AVE W,V6S 1H2,003,LAND,1957,1859000.0,86000.0,2024
040698040000,,DUNBAR ST,V6S 2C9,003,LAND,1944,2095000.0,35800.0,2020
040698040000,,DUNBAR ST,V6S 2C9,003,LAND,1944,3374000.0,10000.0,2022
040698040000,,DUNBAR ST,V6S 2C9,003,LAND,1944,3576000.0,10000.0,2024
040698040000,,DUNBAR ST,V6S 2C9,003,LAND,1944,2917000.0,10000.0,2021
040698040000,,DUNBAR ST,V6S 2C9,003,LAND,1944,3404000.0,10000.0,2023
040698060000,,DUNBAR ST,,003,LAND,,,,
040698070000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1843000.0,38900.0,2024
040698070000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1739000.0,48000.0,2022
040698070000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1361000.0,43800.0,2020
040698070000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1958000.0,53100.0,2025
040698070000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1754000.0,40400.0,2023
040698070000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1485000.0,42000.0,2021
040698140000,,DUNBAR ST,V6S 2C9,003,LAND,,,,
040698190000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1958000.0,302000.0,2025
040698190000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1774672.0,325000.0,2024
040698190000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1754000.0,136000.0,2023
040698190000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1485000.0,125000.0,2021
040698190000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1739000.0,133000.0,2022
040698190000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1361000.0,128000.0,2020
040698310000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1361000.0,22100.0,2020
040698310000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1843000.0,35300.0,2024
040698310000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1958000.0,39600.0,2025
040698310000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1739000.0,23600.0,2022
040698310000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1754000.0,23500.0,2023
040698310000,,DUNBAR ST,V6S 2C8,003,LAND,1928,1485000.0,21600.0,2021
040698320000,,DUNBAR ST,V6S 2C9,003,LAND,1950,1736000.0,22800.0,2022
040698320000,,DUNBAR ST,V6S 2C9,003,LAND,1950,1483000.0,20400.0,2021
040698320000,,DUNBAR ST,V6S 2C9,003,LAND,1950,1955000.0,26400.0,2025
040698320000,,DUNBAR ST,V6S 2C9,003,LAND,1950,1751000.0,22000.0,2023
040698320000,,DUNBAR ST,V6S 2C9,003,LAND,1950,1360000.0,21400.0,2020
040698320000,,DUNBAR ST,V6S 2C9,003,LAND,1950,1840000.0,21400.0,2024
040698430000,,DUNBAR ST,V6S 2C8,003,LAND,1922,1754000.0,138000.0,2023
040698430000,,DUNBAR ST,V6S 2C8,003,LAND,1922,1485000.0,135000.0,2021
040698430000,,DUNBAR ST,V6S 2C8,003,LAND,1922,1958000.0,114000.0,2025
040698430000,,DUNBAR ST,V6S 2C8,003,LAND,1922,1843000.0,126000.0,2024
040698430000,,DUNBAR ST,V6S 2C8,003,LAND,1922,1361000.0,140000.0,2020
040698430000,,DUNBAR ST,V6S 2C8,003,LAND,1922,1739000.0,143000.0,2022
040698440000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1483000.0,32100.0,2021
040698440000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1736000.0,37000.0,2022
040698440000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1954000.0,35500.0,2025
040698440000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1751000.0,37000.0,2023
040698440000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1840000.0,37400.0,2024
040698440000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1360000.0,34600.0,2020
040698550000,,DUNBAR ST,V6S 2C8,003,LAND,1927,2347000.0,57300.0,2024
040698550000,,DUNBAR ST,V6S 2C8,003,LAND,1927,1773000.0,55700.0,2020
040698550000,,DUNBAR ST,V6S 2C8,003,LAND,1927,2226000.0,60100.0,2022
040698550000,,DUNBAR ST,V6S 2C8,003,LAND,1927,1920000.0,54000.0,2021
040698550000,,DUNBAR ST,V6S 2C8,003,LAND,1927,2233000.0,60100.0,2023
040698550000,,DUNBAR ST,V6S 2C8,003,LAND,1927,2493000.0,53600.0,2025
040698560000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1360000.0,45700.0,2020
040698560000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1954000.0,38300.0,2025
040698560000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1483000.0,40500.0,2021
040698560000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1751000.0,43400.0,2023
040698560000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1736000.0,45100.0,2022
040698560000,,DUNBAR ST,V6S 2C9,003,LAND,1944,1840000.0,42000.0,2024
040698680000,,DUNBAR ST,V6S 2C9,003,LAND,1926,1789000.0,35600.0,2023
040698680000,,DUNBAR ST,V6S 2C9,003,LAND,1926,1503000.0,30800.0,2021
040698680000,,DUNBAR ST,V6S 2C9,003,LAND,1926,1774000.0,35800.0,2022
040698680000,,DUNBAR ST,V6S 2C9,003,LAND,1926,1377000.0,33400.0,2020
040698680000,,DUNBAR ST,V6S 2C9,003,LAND,1926,1998000.0,33900.0,2025
